year,w_m_ratio,ISO,country
2000,0.6076696165191741,KAZ,Kazakhstan
2001,0.6076696165191741,KAZ,Kazakhstan
2002,0.6076696165191741,KAZ,Kazakhstan
2003,0.6076696165191741,KAZ,Kazakhstan
2004,0.6189310721027019,KAZ,Kazakhstan
2005,0.6110001051635293,KAZ,Kazakhstan
2006,0.6229469633454168,KAZ,Kazakhstan
2007,0.6578800304011547,KAZ,Kazakhstan
2008,0.6383326349928443,KAZ,Kazakhstan
2009,0.6514883366516727,KAZ,Kazakhstan
2010,0.6587038075115347,KAZ,Kazakhstan
2011,0.6587038075115347,KAZ,Kazakhstan
1995,0.8480592939340745,LVA,Latvia
1996,0.8480592939340745,LVA,Latvia
1997,0.8480592939340745,LVA,Latvia
1998,0.8480592939340745,LVA,Latvia
1999,0.8480592939340745,LVA,Latvia
2000,0.8480592939340745,LVA,Latvia
2001,0.8480592939340745,LVA,Latvia
2002,0.8480592939340745,LVA,Latvia
2003,0.8480592939340745,LVA,Latvia
2004,0.8480592939340745,LVA,Latvia
2005,0.8192771084337349,LVA,Latvia
2006,0.8243243243243243,LVA,Latvia
2007,0.8389610389610389,LVA,Latvia
2008,0.8475609756097561,LVA,Latvia
2009,0.8388349514563107,LVA,Latvia
2010,0.8145833333333333,LVA,Latvia
2011,0.8340080971659919,LVA,Latvia
1995,0.9401709401709402,LBN,Lebanon
1996,0.9401709401709402,LBN,Lebanon
1997,0.9401709401709402,LBN,Lebanon
1998,0.9401709401709402,LBN,Lebanon
1999,0.9401709401709402,LBN,Lebanon
2000,0.9401709401709402,LBN,Lebanon
2001,0.9401709401709402,LBN,Lebanon
2002,0.9401709401709402,LBN,Lebanon
2003,0.9401709401709402,LBN,Lebanon
2004,0.9401709401709402,LBN,Lebanon
2005,0.9401709401709402,LBN,Lebanon
2006,0.9401709401709402,LBN,Lebanon
2007,0.9401709401709402,LBN,Lebanon
2008,0.9401709401709402,LBN,Lebanon
2009,0.9401709401709402,LBN,Lebanon
2010,0.9401709401709402,LBN,Lebanon
2011,0.9401709401709402,LBN,Lebanon
1995,1.532011217948718,LTU,Lithuania
1996,1.3389005602240898,LTU,Lithuania
1997,1.0334864864864866,LTU,Lithuania
1998,0.8234065460809648,LTU,Lithuania
1999,0.8060497470489039,LTU,Lithuania
2000,0.8168492378152984,LTU,Lithuania
2001,0.8145610677325926,LTU,Lithuania
2002,0.8118028357044625,LTU,Lithuania
2003,0.8094837694396445,LTU,Lithuania
2004,0.8124473732381474,LTU,Lithuania
2005,0.8240576310939857,LTU,Lithuania
2006,0.8214080789534083,LTU,Lithuania
2007,0.7928861980891118,LTU,Lithuania
2008,0.8078421515646601,LTU,Lithuania
2009,0.8725227880821732,LTU,Lithuania
2010,0.8572756857275686,LTU,Lithuania
2011,0.8572756857275686,LTU,Lithuania
1995,0.7954380883417813,LUX,Luxembourg
1996,0.9644001423994304,LUX,Luxembourg
1997,0.7956533725097447,LUX,Luxembourg
1998,0.7987896505559958,LUX,Luxembourg
1999,0.8023303859185191,LUX,Luxembourg
2000,0.8092858596910862,LUX,Luxembourg
2001,0.8112383247966255,LUX,Luxembourg
2002,0.8005889963431421,LUX,Luxembourg
2003,0.8021156882445816,LUX,Luxembourg
2004,0.8058044917914152,LUX,Luxembourg
2005,0.808254467700908,LUX,Luxembourg
2006,0.8132636393335512,LUX,Luxembourg
2007,0.8226238793312334,LUX,Luxembourg
2008,0.8225571220223626,LUX,Luxembourg
2009,0.8284558648584345,LUX,Luxembourg
2010,0.8255329008341057,LUX,Luxembourg
2011,0.8679962013295347,LUX,Luxembourg
1995,0.7487912158474332,MEX,Mexico
1996,0.7987751863846806,MEX,Mexico
1997,0.7738223534017481,MEX,Mexico
1998,0.7885152343241685,MEX,Mexico
1999,0.7718095586935104,MEX,Mexico
2000,0.7765227043544303,MEX,Mexico
2001,0.7725676377297575,MEX,Mexico
2002,0.7880167906642189,MEX,Mexico
2003,0.8024714434904162,MEX,Mexico
2004,0.8008783213098494,MEX,Mexico
2005,0.8087239886236577,MEX,Mexico
2006,0.8087809329122297,MEX,Mexico
2007,0.7890709284456618,MEX,Mexico
2008,0.7790712330449453,MEX,Mexico
2009,0.8246473306726539,MEX,Mexico
2010,0.8117335562987738,MEX,Mexico
2011,0.8305193148158317,MEX,Mexico
1995,0.9242658423493045,MNG,Mongolia
1996,0.9242658423493045,MNG,Mongolia
1997,0.9242658423493045,MNG,Mongolia
1998,0.9242658423493045,MNG,Mongolia
1999,0.9242658423493045,MNG,Mongolia
2000,0.9242658423493045,MNG,Mongolia
2001,0.8815028901734104,MNG,Mongolia
2002,0.8878627968337731,MNG,Mongolia
2003,0.8745684695051784,MNG,Mongolia
2004,0.8952187182095626,MNG,Mongolia
2005,0.8390909090909091,MNG,Mongolia
2006,0.8494117647058823,MNG,Mongolia
2007,0.8533743974290305,MNG,Mongolia
2008,0.8860944206008584,MNG,Mongolia
2009,0.867627683484461,MNG,Mongolia
2010,0.8492743840701992,MNG,Mongolia
2011,0.8113297872340426,MNG,Mongolia
1995,1.5388581122787677,MMR,Myanmar
1996,1.5388581122787677,MMR,Myanmar
1997,1.5388581122787677,MMR,Myanmar
1998,1.5388581122787677,MMR,Myanmar
1999,1.5388581122787677,MMR,Myanmar
2000,1.5388581122787677,MMR,Myanmar
2001,0.91938875609655,MMR,Myanmar
2002,0.9394812680115274,MMR,Myanmar
2003,0.8892287414204458,MMR,Myanmar
2004,0.9093336936285649,MMR,Myanmar
2005,0.889307541000862,MMR,Myanmar
2006,0.9639340054790851,MMR,Myanmar
2007,0.8762223864143728,MMR,Myanmar
2008,0.8784252096592873,MMR,Myanmar
2009,0.8784252096592873,MMR,Myanmar
2010,0.8784252096592873,MMR,Myanmar
2011,0.8784252096592873,MMR,Myanmar
1995,0.5726245290916702,NPL,Nepal
1996,0.5726245290916702,NPL,Nepal
1997,0.5726245290916702,NPL,Nepal
1998,0.5726245290916702,NPL,Nepal
1999,0.5726245290916702,NPL,Nepal
2000,0.5726245290916702,NPL,Nepal
2001,0.5726245290916702,NPL,Nepal
2002,0.5726245290916702,NPL,Nepal
2003,0.5726245290916702,NPL,Nepal
2004,0.5726245290916702,NPL,Nepal
2005,0.5726245290916702,NPL,Nepal
2006,0.5726245290916702,NPL,Nepal
2007,0.5726245290916702,NPL,Nepal
2008,0.5946512847404299,NPL,Nepal
2009,0.5946512847404299,NPL,Nepal
2010,0.5946512847404299,NPL,Nepal
2011,0.5946512847404299,NPL,Nepal
1995,0.5629453681710214,NLD,Netherlands
1996,0.5629453681710214,NLD,Netherlands
1997,0.5629453681710214,NLD,Netherlands
1998,0.5629453681710214,NLD,Netherlands
1999,0.5629453681710214,NLD,Netherlands
2000,0.5629453681710214,NLD,Netherlands
2001,0.5629453681710214,NLD,Netherlands
2002,0.5629453681710214,NLD,Netherlands
2003,0.5629453681710214,NLD,Netherlands
2004,0.5629453681710214,NLD,Netherlands
2005,0.5629453681710214,NLD,Netherlands
2006,0.5629453681710214,NLD,Netherlands
2007,0.5705950991831972,NLD,Netherlands
2008,0.5771989429973575,NLD,Netherlands
2009,0.5716852317642831,NLD,Netherlands
2010,0.5744832501781896,NLD,Netherlands
2011,0.5744832501781896,NLD,Netherlands
1995,0.6336834971196205,NZL,New Zealand
1996,0.6336834971196205,NZL,New Zealand
1997,0.6336834971196205,NZL,New Zealand
1998,0.6336834971196205,NZL,New Zealand
1999,0.65,NZL,New Zealand
2000,0.6683250414593698,NZL,New Zealand
2001,0.6611935585727818,NZL,New Zealand
2002,0.6735459662288931,NZL,New Zealand
2003,0.670115282293822,NZL,New Zealand
2004,0.6704936854190585,NZL,New Zealand
2005,0.6451183825485501,NZL,New Zealand
2006,0.6837516512549537,NZL,New Zealand
2007,0.6673976608187134,NZL,New Zealand
2008,0.6795475966069745,NZL,New Zealand
2009,0.6931130758492322,NZL,New Zealand
2010,0.699394754539341,NZL,New Zealand
2011,0.6940200785683108,NZL,New Zealand
1995,0.8370360085161529,NOR,Norway
1996,0.8370360085161529,NOR,Norway
1997,0.8370360085161529,NOR,Norway
1998,0.836009816162225,NOR,Norway
1999,0.8343388429752067,NOR,Norway
2000,0.8348945214105793,NOR,Norway
2001,0.8332706766917293,NOR,Norway
2002,0.8393507549771916,NOR,Norway
2003,0.8426296866974833,NOR,Norway
2004,0.8465102425786809,NOR,Norway
2005,0.8470882343514631,NOR,Norway
2006,0.84638222331048,NOR,Norway
2007,0.8428406132484814,NOR,Norway
2008,0.8392370572207084,NOR,Norway
2009,0.8465608465608465,NOR,Norway
2010,0.8498727735368957,NOR,Norway
2011,0.8529411764705882,NOR,Norway
1995,1.0,OMN,Oman
1996,1.0,OMN,Oman
1997,1.0,OMN,Oman
1998,1.0,OMN,Oman
1999,1.0,OMN,Oman
2000,1.0,OMN,Oman
2001,1.0,OMN,Oman
2002,1.0,OMN,Oman
2003,1.0,OMN,Oman
2004,1.0,OMN,Oman
2005,1.0,OMN,Oman
2006,1.0,OMN,Oman
2007,0.9898477157360406,OMN,Oman
2008,0.9678899082568807,OMN,Oman
2009,0.9694323144104804,OMN,Oman
2010,0.9694323144104804,OMN,Oman
2011,0.9694323144104804,OMN,Oman
1995,0.7738947368421053,PAK,Pakistan
1996,0.7738947368421053,PAK,Pakistan
1997,0.5986121814673044,PAK,Pakistan
1998,0.6468581222094333,PAK,Pakistan
1999,0.6468581222094333,PAK,Pakistan
2000,0.6052371407879751,PAK,Pakistan
2001,0.6052371407879751,PAK,Pakistan
2002,0.5555610292789465,PAK,Pakistan
2003,0.5555610292789465,PAK,Pakistan
2004,0.5990719332568027,PAK,Pakistan
2005,0.5990719332568027,PAK,Pakistan
2006,0.6380424552566101,PAK,Pakistan
2007,0.5847479160348517,PAK,Pakistan
2008,0.5496268800438243,PAK,Pakistan
2009,0.6488133049893711,PAK,Pakistan
2010,0.6455583897083287,PAK,Pakistan
2011,0.6289295857408677,PAK,Pakistan
1995,0.7292612855780576,PAN,Panama
1996,0.7553627982974603,PAN,Panama
1997,0.739275332874914,PAN,Panama
1998,0.80636547874905,PAN,Panama
1999,0.8065745677688037,PAN,Panama
2000,0.8095934848691075,PAN,Panama
2001,0.8214338747286001,PAN,Panama
2002,0.8168870041913064,PAN,Panama
2003,0.805485101677094,PAN,Panama
2004,0.8172169904719664,PAN,Panama
2005,0.8346335149063404,PAN,Panama
2006,0.8232773688558366,PAN,Panama
2007,0.8543293004095814,PAN,Panama
2008,0.8742851132643535,PAN,Panama
2009,0.8791040955336231,PAN,Panama
2010,0.8876024144137121,PAN,Panama
2011,0.8876024144137121,PAN,Panama
1995,0.6991180898488071,PRY,Paraguay
1996,0.7349400492187201,PRY,Paraguay
1997,0.7617143625706708,PRY,Paraguay
1998,0.7617143625706708,PRY,Paraguay
1999,0.7870790948013279,PRY,Paraguay
2000,0.7947289224549707,PRY,Paraguay
2001,0.7947289224549707,PRY,Paraguay
2002,0.7532690598318478,PRY,Paraguay
2003,0.7670053174631123,PRY,Paraguay
2004,0.7999531879037544,PRY,Paraguay
2005,0.7589832623931897,PRY,Paraguay
2006,0.7829032920402437,PRY,Paraguay
2007,0.7513429826456398,PRY,Paraguay
2008,0.7536298982728243,PRY,Paraguay
2009,0.7536298982728243,PRY,Paraguay
2010,0.7536298982728243,PRY,Paraguay
2011,0.7536298982728243,PRY,Paraguay
1995,0.6460343196865288,PER,Peru
1996,0.6460343196865288,PER,Peru
1997,0.6974394133603601,PER,Peru
1998,0.7962360068942705,PER,Peru
1999,0.6726129949747263,PER,Peru
2000,0.802195507801521,PER,Peru
2001,0.6417819840293885,PER,Peru
2002,0.7192421748912793,PER,Peru
2003,0.7652551626682083,PER,Peru
2004,0.7034180427832164,PER,Peru
2005,0.7283081137630906,PER,Peru
2006,0.7600942161737766,PER,Peru
2007,0.786056268269707,PER,Peru
2008,0.6964555715742466,PER,Peru
2009,0.737239622110819,PER,Peru
2010,0.7185963271689534,PER,Peru
2011,0.7185963271689534,PER,Peru
1995,1.0386837038333625,PHL,Philippines
1996,1.0386837038333625,PHL,Philippines
1997,1.0386837038333625,PHL,Philippines
1998,1.0386837038333625,PHL,Philippines
1999,1.0386837038333625,PHL,Philippines
2000,1.0386837038333625,PHL,Philippines
2001,1.0386837038333625,PHL,Philippines
2002,1.0346721592859596,PHL,Philippines
2003,1.0171054838168707,PHL,Philippines
2004,1.0239629813254008,PHL,Philippines
2005,0.9954772301933874,PHL,Philippines
2006,0.9729220967274833,PHL,Philippines
2007,0.980031379261161,PHL,Philippines
2008,0.9978028014281791,PHL,Philippines
2009,1.000791452314998,PHL,Philippines
2010,1.0152258713980118,PHL,Philippines
2011,1.0322935779816513,PHL,Philippines
1995,0.7632645696758285,POL,Poland
1996,0.7921887920615737,POL,Poland
1997,0.7826627857847049,POL,Poland
1998,0.8064919111370215,POL,Poland
1999,0.7995861230681139,POL,Poland
2000,0.7995861230681139,POL,Poland
2001,0.8184481921364313,POL,Poland
2002,0.8312536082474227,POL,Poland
2003,0.8312536082474227,POL,Poland
2004,0.8362134668927222,POL,Poland
2005,0.8362134668927222,POL,Poland
2006,0.8216056865770333,POL,Poland
2007,0.8216056865770333,POL,Poland
2008,0.8132372288628263,POL,Poland
2009,0.8132372288628263,POL,Poland
2010,0.8497623788732505,POL,Poland
2011,0.8497623788732505,POL,Poland
1995,0.7239325756997942,PRT,Portugal
1996,0.7289529022036585,PRT,Portugal
1997,0.7270918638169105,PRT,Portugal
1998,0.7251758695224995,PRT,Portugal
1999,0.7277238203782751,PRT,Portugal
2000,0.7392798148367777,PRT,Portugal
2001,0.7392798148367777,PRT,Portugal
2002,0.77292803700358,PRT,Portugal
2003,0.7642348092997567,PRT,Portugal
2004,0.7678364054160902,PRT,Portugal
2005,0.7738636703522398,PRT,Portugal
2006,0.7726316603510943,PRT,Portugal
2007,0.776432732628498,PRT,Portugal
2008,0.7835372376286573,PRT,Portugal
2009,0.7896562321640251,PRT,Portugal
2010,0.7896562321640251,PRT,Portugal
2011,0.7896562321640251,PRT,Portugal
1995,0.7362324006415969,QAT,Qatar
1996,0.7362324006415969,QAT,Qatar
1997,0.7362324006415969,QAT,Qatar
1998,0.7362324006415969,QAT,Qatar
1999,0.7362324006415969,QAT,Qatar
2000,0.7362324006415969,QAT,Qatar
2001,0.7362324006415969,QAT,Qatar
2002,0.7362324006415969,QAT,Qatar
2003,0.7362324006415969,QAT,Qatar
2004,0.7362324006415969,QAT,Qatar
2005,0.7362324006415969,QAT,Qatar
2006,0.7362324006415969,QAT,Qatar
2007,0.7174607786170831,QAT,Qatar
2008,0.7160493827160493,QAT,Qatar
2009,0.7197076850542197,QAT,Qatar
2010,0.7197076850542197,QAT,Qatar
2011,0.7731540218218727,QAT,Qatar
1995,0.5957163637942638,KOR,"Korea, Rep."
1996,0.6093188890769652,KOR,"Korea, Rep."
1997,0.6208480090010762,KOR,"Korea, Rep."
1998,0.6371458963870984,KOR,"Korea, Rep."
1999,0.6282016545124377,KOR,"Korea, Rep."
2000,0.6253004696081292,KOR,"Korea, Rep."
2001,0.6361538227940358,KOR,"Korea, Rep."
2002,0.6350953340567354,KOR,"Korea, Rep."
2003,0.6237169524347775,KOR,"Korea, Rep."
2004,0.6175616126623161,KOR,"Korea, Rep."
2005,0.6240116796481395,KOR,"Korea, Rep."
2006,0.630976721828815,KOR,"Korea, Rep."
2007,0.630976721828815,KOR,"Korea, Rep."
2008,0.630976721828815,KOR,"Korea, Rep."
2009,0.630976721828815,KOR,"Korea, Rep."
2010,0.630976721828815,KOR,"Korea, Rep."
2011,0.630976721828815,KOR,"Korea, Rep."
1995,0.81292984869326,ROU,Romania
1996,0.81292984869326,ROU,Romania
1997,0.81292984869326,ROU,Romania
1998,0.81292984869326,ROU,Romania
1999,0.81292984869326,ROU,Romania
2000,0.81292984869326,ROU,Romania
2001,0.81292984869326,ROU,Romania
2002,0.81292984869326,ROU,Romania
2003,0.81292984869326,ROU,Romania
2004,0.8386004514672686,ROU,Romania
2005,0.8592092574734812,ROU,Romania
2006,0.8690671031096563,ROU,Romania
2007,0.8937329700272479,ROU,Romania
2008,0.9371554575523704,ROU,Romania
2009,0.9312696747114375,ROU,Romania
2010,0.8898854010961634,ROU,Romania
2011,0.8898854010961634,ROU,Romania
1995,0.7350019864918553,SGP,Singapore
1996,0.7479213907785336,SGP,Singapore
1997,0.760158216468896,SGP,Singapore
1998,0.7182425978987583,SGP,Singapore
1999,0.7222222222222222,SGP,Singapore
2000,0.7191586128482093,SGP,Singapore
2001,0.7176927343316695,SGP,Singapore
2002,0.7205396475770925,SGP,Singapore
2003,0.719848566792861,SGP,Singapore
2004,0.724967320261438,SGP,Singapore
2005,0.7231196365471984,SGP,Singapore
2006,0.7267826513109532,SGP,Singapore
2007,0.7261822376009227,SGP,Singapore
2008,0.730701754385965,SGP,Singapore
2009,0.731965734896303,SGP,Singapore
2010,0.7328211694408877,SGP,Singapore
2011,0.7352941176470589,SGP,Singapore
1995,0.7158901191910079,SVK,Slovak Republic
1996,0.7158901191910079,SVK,Slovak Republic
1997,0.7158901191910079,SVK,Slovak Republic
1998,0.7158901191910079,SVK,Slovak Republic
1999,0.7158901191910079,SVK,Slovak Republic
2000,0.7158901191910079,SVK,Slovak Republic
2001,0.7158901191910079,SVK,Slovak Republic
2002,0.7158901191910079,SVK,Slovak Republic
2003,0.7158901191910079,SVK,Slovak Republic
2004,0.7158901191910079,SVK,Slovak Republic
2005,0.7158901191910079,SVK,Slovak Republic
2006,0.7306391963431675,SVK,Slovak Republic
2007,0.741732621012913,SVK,Slovak Republic
2008,0.760289379293574,SVK,Slovak Republic
2009,0.7467691768519735,SVK,Slovak Republic
2010,0.7534537725823592,SVK,Slovak Republic
2011,0.7577639751552795,SVK,Slovak Republic
1995,0.9301699912136109,SVN,Slovenia
1996,0.9301699912136109,SVN,Slovenia
1997,0.9301699912136109,SVN,Slovenia
1998,0.9301699912136109,SVN,Slovenia
1999,0.9301699912136109,SVN,Slovenia
2000,0.9301699912136109,SVN,Slovenia
2001,0.9301699912136109,SVN,Slovenia
2002,0.9301699912136109,SVN,Slovenia
2003,0.9301699912136109,SVN,Slovenia
2004,0.9301699912136109,SVN,Slovenia
2005,0.9309551019065863,SVN,Slovenia
2006,0.93140712711871,SVN,Slovenia
2007,0.9218978102189781,SVN,Slovenia
2008,0.924375422012154,SVN,Slovenia
2009,0.9699799866577719,SVN,Slovenia
2010,0.9650571791613723,SVN,Slovenia
2011,0.9650571791613723,SVN,Slovenia
1995,0.7245787332945962,ESP,Spain
1996,0.7245787332945962,ESP,Spain
1997,0.7245787332945962,ESP,Spain
1998,0.7245787332945962,ESP,Spain
1999,0.7245787332945962,ESP,Spain
2000,0.7245787332945962,ESP,Spain
2001,0.7245787332945962,ESP,Spain
2002,0.7245787332945962,ESP,Spain
2003,0.7245787332945962,ESP,Spain
2004,0.7245787332945962,ESP,Spain
2005,0.7250704225352113,ESP,Spain
2006,0.7365853658536585,ESP,Spain
2007,0.7439916405433646,ESP,Spain
2008,0.7813206353033363,ESP,Spain
2009,0.7800339229464501,ESP,Spain
2010,0.7745465125707716,ESP,Spain
2011,0.7745437723629428,ESP,Spain
1995,0.9264978381717108,LKA,Sri Lanka
1996,0.9264978381717108,LKA,Sri Lanka
1997,0.9264978381717108,LKA,Sri Lanka
1998,0.8409586056644881,LKA,Sri Lanka
1999,0.8560962846677133,LKA,Sri Lanka
2000,0.8781532603522133,LKA,Sri Lanka
2001,0.8823008849557522,LKA,Sri Lanka
2002,0.9013709063214014,LKA,Sri Lanka
2003,0.8934782608695652,LKA,Sri Lanka
2004,0.8888521336420773,LKA,Sri Lanka
2005,0.9273917108133374,LKA,Sri Lanka
2006,0.938672640716886,LKA,Sri Lanka
2007,0.9549389002036659,LKA,Sri Lanka
2008,0.8930738648252774,LKA,Sri Lanka
2009,0.8930738648252774,LKA,Sri Lanka
2010,0.8930738648252774,LKA,Sri Lanka
2011,0.8930738648252774,LKA,Sri Lanka
1995,1.0119595216191353,SWZ,Eswatini
1996,0.9790268456375839,SWZ,Eswatini
1997,0.8727621483375959,SWZ,Eswatini
1998,0.8994581577363034,SWZ,Eswatini
1999,0.9051987767584098,SWZ,Eswatini
2000,0.9385817978782803,SWZ,Eswatini
2001,0.9385817978782803,SWZ,Eswatini
2002,0.9385817978782803,SWZ,Eswatini
2003,0.9385817978782803,SWZ,Eswatini
2004,0.9385817978782803,SWZ,Eswatini
2005,0.9385817978782803,SWZ,Eswatini
2006,0.9385817978782803,SWZ,Eswatini
2007,0.9385817978782803,SWZ,Eswatini
2008,0.9385817978782803,SWZ,Eswatini
2009,0.9385817978782803,SWZ,Eswatini
2010,0.9385817978782803,SWZ,Eswatini
2011,0.9385817978782803,SWZ,Eswatini
1995,0.8497109826589595,SWE,Sweden
1996,0.8333333333333334,SWE,Sweden
1997,0.826530612244898,SWE,Sweden
1998,0.8235294117647058,SWE,Sweden
1999,0.8301886792452831,SWE,Sweden
2000,0.8177777777777778,SWE,Sweden
2001,0.8240343347639485,SWE,Sweden
2002,0.8298755186721992,SWE,Sweden
2003,0.8346774193548387,SWE,Sweden
2004,0.8365758754863813,SWE,Sweden
2005,0.8371212121212122,SWE,Sweden
2006,0.8413284132841329,SWE,Sweden
2007,0.8392857142857143,SWE,Sweden
2008,0.8401360544217688,SWE,Sweden
2009,0.8538205980066446,SWE,Sweden
2010,0.8562091503267973,SWE,Sweden
2011,0.8589743589743589,SWE,Sweden
1995,0.7444279346210996,CHE,Switzerland
1996,0.7444279346210996,CHE,Switzerland
1997,0.7444279346210996,CHE,Switzerland
1998,0.7486818980667839,CHE,Switzerland
1999,0.7486818980667839,CHE,Switzerland
2000,0.7467242176661014,CHE,Switzerland
2001,0.7467242176661014,CHE,Switzerland
2002,0.7553521334711354,CHE,Switzerland
2003,0.7553521334711354,CHE,Switzerland
2004,0.7618637992831542,CHE,Switzerland
2005,0.7618637992831542,CHE,Switzerland
2006,0.7626486038153165,CHE,Switzerland
2007,0.7626486038153165,CHE,Switzerland
2008,0.7548941798941798,CHE,Switzerland
2009,0.7548941798941798,CHE,Switzerland
2010,0.7674902470741223,CHE,Switzerland
2011,0.7674902470741223,CHE,Switzerland
1995,1.019033337178452,SYR,Syrian Arab Republic
1996,1.019033337178452,SYR,Syrian Arab Republic
1997,1.019033337178452,SYR,Syrian Arab Republic
1998,1.019033337178452,SYR,Syrian Arab Republic
1999,1.019033337178452,SYR,Syrian Arab Republic
2000,1.019033337178452,SYR,Syrian Arab Republic
2001,1.019033337178452,SYR,Syrian Arab Republic
2002,1.019033337178452,SYR,Syrian Arab Republic
2003,1.019033337178452,SYR,Syrian Arab Republic
2004,1.019033337178452,SYR,Syrian Arab Republic
2005,1.019033337178452,SYR,Syrian Arab Republic
2006,1.019033337178452,SYR,Syrian Arab Republic
2007,1.0385001673920322,SYR,Syrian Arab Republic
2008,1.0402767247915088,SYR,Syrian Arab Republic
2009,1.074040302726361,SYR,Syrian Arab Republic
2010,1.067167236710845,SYR,Syrian Arab Republic
2011,1.1547918826840469,SYR,Syrian Arab Republic
1995,0.9050571722879849,THA,Thailand
1996,0.9050571722879849,THA,Thailand
1997,0.9050571722879849,THA,Thailand
1998,0.9050571722879849,THA,Thailand
1999,0.9050571722879849,THA,Thailand
2000,0.9050571722879849,THA,Thailand
2001,0.9050571722879849,THA,Thailand
2002,0.891012257518843,THA,Thailand
2003,0.8924919224384857,THA,Thailand
2004,0.9066163572982814,THA,Thailand
2005,0.9134977685282437,THA,Thailand
2006,0.9380034739859902,THA,Thailand
2007,0.9381977676246646,THA,Thailand
2008,0.9562209117499203,THA,Thailand
2009,0.964674023792165,THA,Thailand
2010,0.9660852393748531,THA,Thailand
2011,0.965049390177448,THA,Thailand
1995,1.0173410404624277,TLS,Timor-Leste
1996,1.0173410404624277,TLS,Timor-Leste
1997,1.0173410404624277,TLS,Timor-Leste
1998,1.0173410404624277,TLS,Timor-Leste
1999,1.0173410404624277,TLS,Timor-Leste
2000,1.0173410404624277,TLS,Timor-Leste
2001,1.0173410404624277,TLS,Timor-Leste
2002,1.0173410404624277,TLS,Timor-Leste
2003,1.0173410404624277,TLS,Timor-Leste
2004,1.0173410404624277,TLS,Timor-Leste
2005,1.0173410404624277,TLS,Timor-Leste
2006,1.0173410404624277,TLS,Timor-Leste
2007,1.0173410404624277,TLS,Timor-Leste
2008,1.0173410404624277,TLS,Timor-Leste
2009,1.0173410404624277,TLS,Timor-Leste
2010,1.0173410404624277,TLS,Timor-Leste
2011,1.0173410404624277,TLS,Timor-Leste
1995,0.9857266748572668,TUR,Turkey
1996,0.9857266748572668,TUR,Turkey
1997,0.9857266748572668,TUR,Turkey
1998,0.9857266748572668,TUR,Turkey
1999,0.9857266748572668,TUR,Turkey
2000,0.9857266748572668,TUR,Turkey
2001,0.9857266748572668,TUR,Turkey
2002,0.9857266748572668,TUR,Turkey
2003,0.9857266748572668,TUR,Turkey
2004,0.9857266748572668,TUR,Turkey
2005,0.9857266748572668,TUR,Turkey
2006,0.9857266748572668,TUR,Turkey
2007,0.9857266748572668,TUR,Turkey
2008,0.9857266748572668,TUR,Turkey
2009,0.9857266748572668,TUR,Turkey
2010,1.0057353272315455,TUR,Turkey
2011,1.0057353272315455,TUR,Turkey
1995,0.673469387755102,UKR,Ukraine
1996,0.6826347305389222,UKR,Ukraine
1997,0.7252747252747253,UKR,Ukraine
1998,0.7443181818181818,UKR,Ukraine
1999,0.7233009708737864,UKR,Ukraine
2000,0.7100371747211895,UKR,Ukraine
2001,0.6975476839237057,UKR,Ukraine
2002,0.6935123042505593,UKR,Ukraine
2003,0.6865942028985508,UKR,Ukraine
2004,0.685997171145686,UKR,Ukraine
2005,0.7082896117523609,UKR,Ukraine
2006,0.727796052631579,UKR,Ukraine
2007,0.7287705956907478,UKR,Ukraine
2008,0.7524038461538461,UKR,Ukraine
2009,0.771744132535665,UKR,Ukraine
2010,0.7777777777777778,UKR,Ukraine
2011,0.7485996705107084,UKR,Ukraine
1995,0.5677395791331381,GBR,United Kingdom
1996,0.5677395791331381,GBR,United Kingdom
1997,0.5677395791331381,GBR,United Kingdom
1998,0.5646209386281589,GBR,United Kingdom
1999,0.5731245263955544,GBR,United Kingdom
2000,0.5721006298422031,GBR,United Kingdom
2001,0.5751951303323353,GBR,United Kingdom
2002,0.5757996697956568,GBR,United Kingdom
2003,0.5838279472007283,GBR,United Kingdom
2004,0.6000412809663336,GBR,United Kingdom
2005,0.6086864770044448,GBR,United Kingdom
2006,0.6113766953045937,GBR,United Kingdom
2007,0.6156448814343551,GBR,United Kingdom
2008,0.6142501383508577,GBR,United Kingdom
2009,0.6280955494563578,GBR,United Kingdom
2010,0.633143866745708,GBR,United Kingdom
2011,0.6379619731952318,GBR,United Kingdom
1995,0.6898897240243719,URY,Uruguay
1996,0.6898897240243719,URY,Uruguay
1997,0.6898897240243719,URY,Uruguay
1998,0.6898897240243719,URY,Uruguay
1999,0.6898897240243719,URY,Uruguay
2000,0.6898897240243719,URY,Uruguay
2001,0.714569539909266,URY,Uruguay
2002,0.7077548500904609,URY,Uruguay
2003,0.732895145561853,URY,Uruguay
2004,0.7065619706823362,URY,Uruguay
2005,0.7431945697019423,URY,Uruguay
2006,0.7343478219362477,URY,Uruguay
2007,0.7483620095781148,URY,Uruguay
2008,0.7084603928276513,URY,Uruguay
2009,0.7137909896929368,URY,Uruguay
2010,0.7407881006809779,URY,Uruguay
2011,0.7519660771977554,URY,Uruguay
1995,0.9165548811947131,VEN,"Venezuela, RB"
1996,0.8861880395404346,VEN,"Venezuela, RB"
1997,0.9051674558217586,VEN,"Venezuela, RB"
1998,0.9018931731030526,VEN,"Venezuela, RB"
1999,0.922096092085599,VEN,"Venezuela, RB"
